date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_clean,artist_clean
2021-10-23,71,Thot Shit,Megan Thee Stallion,70.0,16,18,thot shit,megan thee stallion
2021-10-23,72,Sand In My Boots,Morgan Wallen,94.0,32,13,sand in my boots,morgan wallen
2021-10-23,73,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,71.0,24,20,drinkin' beer talkin' god amen,chase rice featuring florida georgia line
2021-10-23,74,No Friends In The Industry,Drake,64.0,11,6,no friends in the industry,drake
2021-10-23,75,WFM,Realestk,0.0,75,1,wfm,realestk
2021-10-23,76,Yonaguni,Bad Bunny,82.0,10,19,yonaguni,bad bunny
2021-10-23,77,Champagne Poetry,Drake,65.0,4,6,champagne poetry,drake
2021-10-23,78,One Mississippi,Kane Brown,92.0,73,3,one mississippi,kane brown
2021-10-23,79,Get Into It (Yuh),Doja Cat,85.0,68,10,get into it,doja cat
2021-10-23,80,You Time,Scotty McCreery,54.0,50,11,you time,scotty mccreery
2021-10-23,81,Your Heart,Joyner Lucas & J. Cole,61.0,32,3,your heart,joyner lucas and j cole
2021-10-23,82,Whiskey And Rain,Michael Ray,97.0,82,2,whiskey and rain,michael ray
2021-10-23,83,In The Bible,Drake Featuring Lil Durk & Giveon,79.0,7,6,in the bible,drake featuring lil durk and giveon
2021-10-23,84,Summer Of Love,Shawn Mendes & Tainy,84.0,48,8,summer of love,shawn mendes and tainy
2021-10-23,85,Maybach,42 Dugg Featuring Future,0.0,68,3,maybach,42 dugg featuring future
2021-10-23,86,Tequila Little Time,Jon Pardi,0.0,86,1,tequila little time,jon pardi
2021-10-23,87,Waves,Luke Bryan,87.0,24,17,waves,luke bryan
2021-10-23,88,Freedom Was A Highway,Jimmie Allen & Brad Paisley,0.0,88,1,freedom was a highway,jimmie allen and brad paisley
2021-10-23,89,Nevada,YoungBoy Never Broke Again,86.0,58,3,nevada,youngboy never broke again
2021-10-23,90,Like A Lady,Lady A,0.0,90,1,like a lady,lady a
2021-10-23,91,Life Goes On,Oliver Tree,0.0,91,1,life goes on,oliver tree
2021-10-23,92,Woo Baby,Pop Smoke Featuring Chris Brown,0.0,64,2,woo baby,pop smoke featuring chris brown
2021-10-23,93,Life Support,YoungBoy Never Broke Again,88.0,48,5,life support,youngboy never broke again
2021-10-23,94,'Til You Can't,Cody Johnson,0.0,94,1,'til you can't,cody johnson
2021-10-23,95,Who's In Your Head,Jonas Brothers,0.0,95,1,who's in your head,jonas brothers
2021-10-23,96,Ain't Shit,Doja Cat,0.0,24,13,ain't shit,doja cat
2021-10-23,97,Just About Over You,Priscilla Block,0.0,97,1,just about over you,priscilla block
2021-10-23,98,For Tonight,Giveon,0.0,91,2,for tonight,giveon
2021-10-23,99,Praise God,Kanye West,0.0,20,3,praise god,kanye west
2021-10-23,100,Bad Morning,YoungBoy Never Broke Again,81.0,28,3,bad morning,youngboy never broke again
2021-10-16,1,Stay,The Kid LAROI & Justin Bieber,2.0,1,13,stay,the kid laroi and justin bieber
2021-10-16,2,Industry Baby,Lil Nas X & Jack Harlow,3.0,2,11,industry baby,lil nas x and jack harlow
2021-10-16,3,Fancy Like,Walker Hayes,5.0,3,16,fancy like,walker hayes
2021-10-16,4,Way 2 Sexy,Drake Featuring Future & Young Thug,4.0,1,5,way 2 sexy,drake featuring future and young thug
2021-10-16,5,Bad Habits,Ed Sheeran,6.0,2,15,bad habits,ed sheeran
2021-10-16,6,Good 4 U,Olivia Rodrigo,7.0,1,21,good 4 u,olivia rodrigo
2021-10-16,7,Kiss Me More,Doja Cat Featuring SZA,8.0,3,26,kiss me more,doja cat featuring sza
2021-10-16,8,Levitating,Dua Lipa,10.0,2,53,levitating,dua lipa
2021-10-16,9,Knife Talk,Drake Featuring 21 Savage & Project Pat,9.0,4,5,knife talk,drake featuring 21 savage and project pat
2021-10-16,10,Essence,Wizkid Featuring Justin Bieber & Tems,11.0,10,14,essence,wizkid featuring justin bieber and tems
2021-10-16,11,Shivers,Ed Sheeran,14.0,11,4,shivers,ed sheeran
2021-10-16,12,My Universe,Coldplay x BTS,1.0,1,2,my universe,coldplay x bts
2021-10-16,13,Need To Know,Doja Cat,16.0,13,17,need to know,doja cat
2021-10-16,14,Save Your Tears,The Weeknd & Ariana Grande,12.0,1,43,save your tears,the weeknd and ariana grande
2021-10-16,15,Heat Waves,Glass Animals,15.0,15,38,heat waves,glass animals
2021-10-16,16,Beggin',Maneskin,19.0,16,15,beggin',maneskin
2021-10-16,17,Montero (Call Me By Your Name),Lil Nas X,13.0,1,28,montero,lil nas x
2021-10-16,18,You Right,Doja Cat & The Weeknd,18.0,11,15,you right,doja cat and the weeknd
2021-10-16,19,If I Didn't Love You,Jason Aldean & Carrie Underwood,21.0,15,11,if i didn't love you,jason aldean and carrie underwood
2021-10-16,20,Girls Want Girls,Drake Featuring Lil Baby,17.0,2,5,girls want girls,drake featuring lil baby
2021-10-16,21,Traitor,Olivia Rodrigo,25.0,9,20,traitor,olivia rodrigo
2021-10-16,22,Take My Breath,The Weeknd,22.0,6,9,take my breath,the weeknd
2021-10-16,23,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,71.0,22,6,sharing locations,meek mill featuring lil baby and lil durk
2021-10-16,24,Chasing After You,Ryan Hurd With Maren Morris,27.0,24,23,chasing after you,ryan hurd with maren morris
2021-10-16,25,Pepas,Farruko,29.0,25,11,pepas,farruko
2021-10-16,26,Thats What I Want,Lil Nas X,24.0,10,3,thats what i want,lil nas x
2021-10-16,27,Wockesha,Moneybagg Yo,20.0,20,24,wockesha,moneybagg yo
2021-10-16,28,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,26.0,26,14,cold beer calling my name,jameson rodgers featuring luke combs
2021-10-16,29,Happier Than Ever,Billie Eilish,31.0,11,10,happier than ever,billie eilish
2021-10-16,30,Fair Trade,Drake Featuring Travis Scott,23.0,3,5,fair trade,drake featuring travis scott
2021-10-16,31,Deja Vu,Olivia Rodrigo,30.0,3,27,deja vu,olivia rodrigo
2021-10-16,32,Cold Heart (PNAU Remix),Elton John & Dua Lipa,46.0,32,5,cold heart,elton john and dua lipa
2021-10-16,33,Memory I Don't Mess With,Lee Brice,43.0,33,11,memory i don't mess with,lee brice
2021-10-16,34,A-O-K,Tai Verdes,35.0,34,14,a-o-k,tai verdes
2021-10-16,35,Love Nwantiti (Ah Ah Ah),CKay,50.0,35,3,love nwantiti,ckay
2021-10-16,36,Intro (Hate On Me),Meek Mill,0.0,36,1,intro,meek mill
2021-10-16,37,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33.0,1,31,leave the door open,silk sonic
2021-10-16,38,Gyalis,Capella Grey,64.0,38,10,gyalis,capella grey
2021-10-16,39,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,41.0,1,29,peaches,justin bieber featuring daniel caesar and giveon
2021-10-16,40,Leave Before You Love Me,Marshmello X Jonas Brothers,39.0,19,20,leave before you love me,marshmello x jonas brothers
2021-10-16,41,Love Again,Dua Lipa,57.0,41,12,love again,dua lipa
2021-10-16,42,My Boy,Elvie Shane,66.0,42,15,my boy,elvie shane
2021-10-16,43,Buy Dirt,Jordan Davis Featuring Luke Bryan,55.0,43,9,buy dirt,jordan davis featuring luke bryan
2021-10-16,44,Hurricane,Kanye West,34.0,6,6,hurricane,kanye west
2021-10-16,45,I Was On A Boat That Day,Old Dominion,49.0,45,14,i was on a boat that day,old dominion
2021-10-16,46,Family Ties,Baby Keem & Kendrick Lamar,42.0,18,6,family ties,baby keem and kendrick lamar
2021-10-16,47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,47.0,44,4,meet me at our spot,the anxiety willow and tyler cole
2021-10-16,48,Wild Side,Normani Featuring Cardi B,51.0,14,12,wild side,normani featuring cardi b
2021-10-16,49,Late At Night,Roddy Ricch,44.0,20,18,late at night,roddy ricch
2021-10-16,50,Have Mercy,Chloe,56.0,28,4,have mercy,chloe
2021-10-16,51,You Should Probably Leave,Chris Stapleton,81.0,51,14,you should probably leave,chris stapleton
2021-10-16,52,Whole Lotta Money,BIA Featuring Nicki Minaj,52.0,16,13,whole lotta money,bia featuring nicki minaj
2021-10-16,53,Cold As You,Luke Combs,65.0,53,10,cold as you,luke combs
2021-10-16,54,You Time,Scotty McCreery,63.0,50,10,you time,scotty mccreery
2021-10-16,55,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,68.0,53,24,drunk,elle king and miranda lambert
2021-10-16,56,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",77.0,56,10,baddest,yung bleu chris brown and 2 chainz
2021-10-16,57,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,76.0,57,8,thinking 'bout you,dustin lynch featuring lauren alaina or mackenzie porter
2021-10-16,58,Butter,BTS,36.0,1,20,butter,bts
2021-10-16,59,Too Easy,Gunna & Future,38.0,38,2,too easy,gunna and future
2021-10-16,60,Hot,Meek Mill Featuring Moneybagg Yo,0.0,60,1,hot,meek mill featuring moneybagg yo
2021-10-16,61,Your Heart,Joyner Lucas & J. Cole,32.0,32,2,your heart,joyner lucas and j cole
2021-10-16,62,Woman,Doja Cat,75.0,62,10,woman,doja cat
2021-10-16,63,2055,Sleepy Hallow,78.0,51,12,2055,sleepy hallow
2021-10-16,64,No Friends In The Industry,Drake,60.0,11,5,no friends in the industry,drake
2021-10-16,65,Champagne Poetry,Drake,54.0,4,5,champagne poetry,drake
2021-10-16,66,Expensive Pain,Meek Mill,0.0,66,1,expensive pain,meek mill
2021-10-16,67,Knowing You,Kenny Chesney,90.0,67,8,knowing you,kenny chesney
2021-10-16,68,Memory,Kane Brown X blackbear,79.0,50,13,memory,kane brown x blackbear
2021-10-16,69,On My Soul,Meek Mill,0.0,69,1,on my soul,meek mill
2021-10-16,70,Thot Shit,Megan Thee Stallion,73.0,16,17,thot shit,megan thee stallion
2021-10-16,71,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,82.0,24,19,drinkin' beer talkin' god amen,chase rice featuring florida georgia line
2021-10-16,72,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,0.0,72,2,blue note ii,meek mill featuring lil uzi vert
2021-10-16,73,Volvi,Aventura x Bad Bunny,85.0,22,10,volvi,aventura x bad bunny
2021-10-16,74,Todo de Ti,Rauw Alejandro,86.0,32,19,todo de ti,rauw alejandro
2021-10-16,75,Jugaste y Sufri,Eslabon Armado Featuring DannyLux,0.0,75,1,jugaste y sufri,eslabon armado featuring dannylux
2021-10-16,76,Outside (100 MPH),Meek Mill,0.0,76,1,outside,meek mill
2021-10-16,77,Same Boat,Zac Brown Band,95.0,77,3,same boat,zac brown band
2021-10-16,78,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",0.0,78,1,last one standing,skylar grey polo g mozzy and eminem
2021-10-16,79,In The Bible,Drake Featuring Lil Durk & Giveon,72.0,7,5,in the bible,drake featuring lil durk and giveon
2021-10-16,80,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,98.0,80,2,chosen,blxst and tyga featuring ty dolla ign
2021-10-16,81,Bad Morning,YoungBoy Never Broke Again,28.0,28,2,bad morning,youngboy never broke again
2021-10-16,82,Yonaguni,Bad Bunny,89.0,10,18,yonaguni,bad bunny
2021-10-16,83,The Feels,TWICE,0.0,83,1,the feels,twice
2021-10-16,84,Summer Of Love,Shawn Mendes & Tainy,93.0,48,7,summer of love,shawn mendes and tainy
2021-10-16,85,Get Into It (Yuh),Doja Cat,94.0,68,9,get into it,doja cat
2021-10-16,86,Nevada,YoungBoy Never Broke Again,58.0,58,2,nevada,youngboy never broke again
2021-10-16,87,Waves,Luke Bryan,70.0,24,16,waves,luke bryan
2021-10-16,88,Life Support,YoungBoy Never Broke Again,48.0,48,4,life support,youngboy never broke again
2021-10-16,89,Me (FWM),Meek Mill Featuring A$AP Ferg,0.0,89,1,me,meek mill featuring a ap ferg
2021-10-16,90,Love Train,Meek Mill,0.0,90,1,love train,meek mill
2021-10-16,91,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid,0.0,91,1,feelin like tunechi,lil wayne featuring rich the kid
2021-10-16,92,One Mississippi,Kane Brown,0.0,73,2,one mississippi,kane brown
2021-10-16,93,Ghost,Justin Bieber,0.0,66,2,ghost,justin bieber
2021-10-16,94,Sand In My Boots,Morgan Wallen,0.0,32,12,sand in my boots,morgan wallen
2021-10-16,95,Ride For You,Meek Mill Featuring Kehlani,0.0,95,1,ride for you,meek mill featuring kehlani
2021-10-16,96,Esta Danada,Ivan Cornejo,0.0,96,1,esta danada,ivan cornejo
2021-10-16,97,Whiskey And Rain,Michael Ray,0.0,97,1,whiskey and rain,michael ray
2021-10-16,98,TSU,Drake,84.0,9,5,tsu,drake
2021-10-16,99,Love All,Drake Featuring JAY-Z,87.0,10,5,love all,drake featuring jay-z
2021-10-16,100,No Where,YoungBoy Never Broke Again,40.0,40,2,no where,youngboy never broke again
2021-10-09,1,My Universe,Coldplay x BTS,0.0,1,1,my universe,coldplay x bts
2021-10-09,2,Stay,The Kid LAROI & Justin Bieber,1.0,1,12,stay,the kid laroi and justin bieber
2021-10-09,3,Industry Baby,Lil Nas X & Jack Harlow,2.0,2,10,industry baby,lil nas x and jack harlow
2021-10-09,4,Way 2 Sexy,Drake Featuring Future & Young Thug,3.0,1,4,way 2 sexy,drake featuring future and young thug
2021-10-09,5,Fancy Like,Walker Hayes,5.0,5,15,fancy like,walker hayes
2021-10-09,6,Bad Habits,Ed Sheeran,4.0,2,14,bad habits,ed sheeran
2021-10-09,7,Good 4 U,Olivia Rodrigo,6.0,1,20,good 4 u,olivia rodrigo
2021-10-09,8,Kiss Me More,Doja Cat Featuring SZA,7.0,3,25,kiss me more,doja cat featuring sza
2021-10-09,9,Knife Talk,Drake Featuring 21 Savage & Project Pat,8.0,4,4,knife talk,drake featuring 21 savage and project pat
2021-10-09,10,Levitating,Dua Lipa,11.0,2,52,levitating,dua lipa
2021-10-09,11,Essence,Wizkid Featuring Justin Bieber & Tems,14.0,11,13,essence,wizkid featuring justin bieber and tems
2021-10-09,12,Save Your Tears,The Weeknd & Ariana Grande,12.0,1,42,save your tears,the weeknd and ariana grande
2021-10-09,13,Montero (Call Me By Your Name),Lil Nas X,9.0,1,27,montero,lil nas x
2021-10-09,14,Shivers,Ed Sheeran,17.0,14,3,shivers,ed sheeran
2021-10-09,15,Heat Waves,Glass Animals,16.0,15,37,heat waves,glass animals
2021-10-09,16,Need To Know,Doja Cat,18.0,14,16,need to know,doja cat
2021-10-09,17,Girls Want Girls,Drake Featuring Lil Baby,13.0,2,4,girls want girls,drake featuring lil baby
2021-10-09,18,You Right,Doja Cat & The Weeknd,19.0,11,14,you right,doja cat and the weeknd
2021-10-09,19,Beggin',Maneskin,20.0,19,14,beggin',maneskin
2021-10-09,20,Wockesha,Moneybagg Yo,35.0,20,23,wockesha,moneybagg yo
2021-10-09,21,If I Didn't Love You,Jason Aldean & Carrie Underwood,22.0,15,10,if i didn't love you,jason aldean and carrie underwood
2021-10-09,22,Take My Breath,The Weeknd,21.0,6,8,take my breath,the weeknd
2021-10-09,23,Fair Trade,Drake Featuring Travis Scott,15.0,3,4,fair trade,drake featuring travis scott
2021-10-09,24,Thats What I Want,Lil Nas X,10.0,10,2,thats what i want,lil nas x
2021-10-09,25,Traitor,Olivia Rodrigo,25.0,9,19,traitor,olivia rodrigo
2021-10-09,26,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,29.0,26,13,cold beer calling my name,jameson rodgers featuring luke combs
2021-10-09,27,Chasing After You,Ryan Hurd With Maren Morris,32.0,27,22,chasing after you,ryan hurd with maren morris
2021-10-09,28,Bad Morning,YoungBoy Never Broke Again,0.0,28,1,bad morning,youngboy never broke again
2021-10-09,29,Pepas,Farruko,27.0,26,10,pepas,farruko
2021-10-09,30,Deja Vu,Olivia Rodrigo,23.0,3,26,deja vu,olivia rodrigo
2021-10-09,31,Happier Than Ever,Billie Eilish,28.0,11,9,happier than ever,billie eilish
2021-10-09,32,Your Heart,Joyner Lucas & J. Cole,0.0,32,1,your heart,joyner lucas and j cole
2021-10-09,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33.0,1,30,leave the door open,silk sonic
2021-10-09,34,Hurricane,Kanye West,31.0,6,5,hurricane,kanye west
2021-10-09,35,A-O-K,Tai Verdes,39.0,35,13,a-o-k,tai verdes
2021-10-09,36,Butter,BTS,24.0,1,19,butter,bts
2021-10-09,37,On My Side,YoungBoy Never Broke Again,71.0,37,2,on my side,youngboy never broke again
2021-10-09,38,Too Easy,Gunna & Future,0.0,38,1,too easy,gunna and future
2021-10-09,39,Leave Before You Love Me,Marshmello X Jonas Brothers,26.0,19,19,leave before you love me,marshmello x jonas brothers
2021-10-09,40,No Where,YoungBoy Never Broke Again,0.0,40,1,no where,youngboy never broke again
2021-10-09,41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,36.0,1,28,peaches,justin bieber featuring daniel caesar and giveon
2021-10-09,42,Family Ties,Baby Keem & Kendrick Lamar,38.0,18,5,family ties,baby keem and kendrick lamar
2021-10-09,43,Memory I Don't Mess With,Lee Brice,54.0,43,10,memory i don't mess with,lee brice
2021-10-09,44,Late At Night,Roddy Ricch,45.0,20,17,late at night,roddy ricch
2021-10-09,45,Things A Man Oughta Know,Lainey Wilson,34.0,32,20,things a man oughta know,lainey wilson
2021-10-09,46,Cold Heart (PNAU Remix),Elton John & Dua Lipa,74.0,46,4,cold heart,elton john and dua lipa
2021-10-09,47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44.0,44,3,meet me at our spot,the anxiety willow and tyler cole
2021-10-09,48,Life Support,YoungBoy Never Broke Again,79.0,48,3,life support,youngboy never broke again
2021-10-09,49,I Was On A Boat That Day,Old Dominion,53.0,49,13,i was on a boat that day,old dominion
2021-10-09,50,Love Nwantiti (Ah Ah Ah),CKay,80.0,50,2,love nwantiti,ckay
2021-10-09,51,Wild Side,Normani Featuring Cardi B,52.0,14,11,wild side,normani featuring cardi b
2021-10-09,52,Whole Lotta Money,BIA Featuring Nicki Minaj,58.0,16,12,whole lotta money,bia featuring nicki minaj
2021-10-09,53,Hold Me Down,YoungBoy Never Broke Again,0.0,53,1,hold me down,youngboy never broke again
2021-10-09,54,Champagne Poetry,Drake,30.0,4,4,champagne poetry,drake
2021-10-09,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,55.0,51,8,buy dirt,jordan davis featuring luke bryan
2021-10-09,56,Have Mercy,Chloe,56.0,28,3,have mercy,chloe
2021-10-09,57,Love Again,Dua Lipa,51.0,51,11,love again,dua lipa
2021-10-09,58,Nevada,YoungBoy Never Broke Again,0.0,58,1,nevada,youngboy never broke again
2021-10-09,59,50 Shots,YoungBoy Never Broke Again,0.0,59,1,50 shots,youngboy never broke again
2021-10-09,60,No Friends In The Industry,Drake,40.0,11,4,no friends in the industry,drake
2021-10-09,61,Smoke Strong,YoungBoy Never Broke Again,0.0,61,1,smoke strong,youngboy never broke again
2021-10-09,62,Break Or Make Me,YoungBoy Never Broke Again,0.0,62,1,break or make me,youngboy never broke again
2021-10-09,63,You Time,Scotty McCreery,50.0,50,9,you time,scotty mccreery
2021-10-09,64,Gyalis,Capella Grey,64.0,64,9,gyalis,capella grey
2021-10-09,65,Cold As You,Luke Combs,69.0,65,9,cold as you,luke combs
2021-10-09,66,My Boy,Elvie Shane,67.0,66,14,my boy,elvie shane
2021-10-09,67,Sincerely,YoungBoy Never Broke Again,0.0,67,1,sincerely,youngboy never broke again
2021-10-09,68,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,70.0,53,23,drunk,elle king and miranda lambert
2021-10-09,69,I Can't Take It Back,YoungBoy Never Broke Again,0.0,69,1,i can't take it back,youngboy never broke again
2021-10-09,70,Waves,Luke Bryan,60.0,24,15,waves,luke bryan
2021-10-09,71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,61.0,22,5,sharing locations,meek mill featuring lil baby and lil durk
2021-10-09,72,In The Bible,Drake Featuring Lil Durk & Giveon,43.0,7,4,in the bible,drake featuring lil durk and giveon
2021-10-09,73,Thot Shit,Megan Thee Stallion,49.0,16,16,thot shit,megan thee stallion
2021-10-09,74,Rumors,Lizzo Featuring Cardi B,46.0,4,7,rumors,lizzo featuring cardi b
2021-10-09,75,Woman,Doja Cat,62.0,62,9,woman,doja cat
2021-10-09,76,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,81.0,76,7,thinking 'bout you,dustin lynch featuring lauren alaina or mackenzie porter
2021-10-09,77,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",78.0,77,9,baddest,yung bleu chris brown and 2 chainz
2021-10-09,78,2055,Sleepy Hallow,65.0,51,11,2055,sleepy hallow
2021-10-09,79,Memory,Kane Brown X blackbear,73.0,50,12,memory,kane brown x blackbear
2021-10-09,80,Forgiato,YoungBoy Never Broke Again,0.0,80,1,forgiato,youngboy never broke again
2021-10-09,81,You Should Probably Leave,Chris Stapleton,83.0,63,13,you should probably leave,chris stapleton
2021-10-09,82,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77.0,24,18,drinkin' beer talkin' god amen,chase rice featuring florida georgia line
2021-10-09,83,Rich Shit,YoungBoy Never Broke Again,0.0,83,1,rich shit,youngboy never broke again
2021-10-09,84,TSU,Drake,48.0,9,4,tsu,drake
2021-10-09,85,Volvi,Aventura x Bad Bunny,75.0,22,9,volvi,aventura x bad bunny
2021-10-09,86,Todo de Ti,Rauw Alejandro,82.0,32,18,todo de ti,rauw alejandro
2021-10-09,87,Love All,Drake Featuring JAY-Z,57.0,10,4,love all,drake featuring jay-z
2021-10-09,88,N 2 Deep,Drake Featuring Future,59.0,12,4,n 2 deep,drake featuring future
2021-10-09,89,Yonaguni,Bad Bunny,85.0,10,17,yonaguni,bad bunny
2021-10-09,90,Knowing You,Kenny Chesney,96.0,87,7,knowing you,kenny chesney
2021-10-09,91,For Tonight,Giveon,0.0,91,1,for tonight,giveon
2021-10-09,92,Baddest Thing,YoungBoy Never Broke Again,0.0,92,1,baddest thing,youngboy never broke again
2021-10-09,93,Summer Of Love,Shawn Mendes & Tainy,87.0,48,6,summer of love,shawn mendes and tainy
2021-10-09,94,Get Into It (Yuh),Doja Cat,84.0,68,8,get into it,doja cat
2021-10-09,95,Same Boat,Zac Brown Band,98.0,95,2,same boat,zac brown band
