song_base,artist_canon,genius_full_title,genius_primary_artist,match_score_num,genius_url
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
you right,doja cat and the weeknd,,,0.0,
skate,silk sonic (bruno mars and anderson .paak),,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
industry baby,lil nas x and jack harlow,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
stay,the kid laroi and justin bieber,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
outside,mo3 x og bobby billions,,,0.0,
not sober,the kid laroi featuring polo g and stunna gambino,,,0.0,
baddest,"yung bleu, chris brown and 2 chainz",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
baddest,"yung bleu, chris brown and 2 chainz",,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
not sober,the kid laroi featuring polo g and stunna gambino,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
memory,kane brown x blackbear,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
essence,wizkid featuring justin bieber and tems,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
wiggle,jason derulo featuring snoop dogg,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
volvi,aventura x bad bunny,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
forever,"drake featuring kanye west, lil wayne and eminem",,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
down,jay sean featuring lil wayne,,,0.0,
latch,disclosure featuring sam smith,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
bailando,enrique iglesias featuring descemer bueno and gente de zona,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
shots,lmfao featuring lil jon,,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
stay,the kid laroi and justin bieber,,,0.0,
industry baby,lil nas x and jack harlow,,,0.0,
working,tate mcrae x khalid,,,0.0,
outside,mo3 x og bobby billions,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
not sober,the kid laroi featuring polo g and stunna gambino,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
break free,ariana grande featuring zedd,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
you right,doja cat and the weeknd,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
party in the u s a,miley cyrus,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
stay,the kid laroi and justin bieber,,,0.0,
holy smokes,trippie redd featuring lil uzi vert,,,0.0,
working,tate mcrae x khalid,,,0.0,
5500 degrees,"est gee featuring lil baby, 42 dugg and rylo rodriguez",,,0.0,
ski,young thug and gunna,,,0.0,
better believe,"belly, the weeknd and young thug",,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
drunk,elle king and miranda lambert,,,0.0,
memory,kane brown x blackbear,,,0.0,
essence,wizkid featuring justin bieber and tems,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
rather be,clean bandit featuring jess glynne,,,0.0,
holy smokes,trippie redd featuring lil uzi vert,,,0.0,
tell the vision,pop smoke featuring kanye west and pusha t,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
2 on,tinashe featuring schoolboy q,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
you right,doja cat and the weeknd,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
loyal,chris brown featuring lil wayne and french montana or too $hort or tyga,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
stay,the kid laroi and justin bieber,,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
demeanor,pop smoke featuring dua lipa,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
manslaughter,pop smoke featuring rick ross and the-dream,,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
ski,young thug and gunna,,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
memory,kane brown x blackbear,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
essence,wizkid featuring justin bieber and tems,,,0.0,
party in the u s a,miley cyrus,,,0.0,
forever,"drake featuring kanye west, lil wayne and eminem",,,0.0,
down,jay sean featuring lil wayne,,,0.0,
believe me,lil wayne featuring drake,,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
wasted,tiesto featuring matthew koma,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
shots,lmfao featuring lil jon,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
you right,doja cat and the weeknd,,,0.0,
the jackie,bas with j. cole and lil tjay,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
essence,wizkid featuring justin bieber and tems,,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
ski,young thug and gunna,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
memory,kane brown x blackbear,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
money to blow,birdman featuring lil wayne and drake,,,0.0,
hey daddy,usher featuring plies,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
you right,doja cat and the weeknd,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
outside,mo3 x og bobby billions,,,0.0,
wasting time,brent faiyaz featuring drake,,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
volando,"mora, bad bunny and sech",,,0.0,
working,tate mcrae x khalid,,,0.0,
essence,wizkid featuring tems,,,0.0,
cry no more,g herbo featuring polo g and lil tjay,,,0.0,
renegade,big red machine featuring taylor swift,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
ski,young thug and gunna,,,0.0,
wasting time,brent faiyaz featuring drake,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
you right,doja cat and the weeknd,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
tell em,cochise and $not,,,0.0,
juggernaut,"tyler, the creator featuring lil uzi vert and pharrell williams",,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
working,tate mcrae x khalid,,,0.0,
outside,mo3 x og bobby billions,,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
manifesto,"tyler, the creator featuring domo genesis",,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
drunk,elle king and miranda lambert,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
runitup,"tyler, the creator featuring teezo touchdown",,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
ski,young thug and gunna,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
lemonhead,"tyler, the creator featuring 42 dugg",,,0.0,
am,nio garcia x j balvin x bad bunny,,,0.0,
juggernaut,"tyler, the creator featuring lil uzi vert and pharrell williams",,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
something about the sunshine,christopher wilde and anna margaret,,,0.0,
money to blow,birdman featuring lil wayne and drake,,,0.0,
all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",,,0.0,
hero,christopher wilde,,,0.0,
party in the u s a,miley cyrus,,,0.0,
hey daddy,usher featuring plies,,,0.0,
forever,"drake featuring kanye west, lil wayne and eminem",,,0.0,
down,jay sean featuring lil wayne,,,0.0,
lifestyle,rich gang featuring young thug and rich homie quan,,,0.0,
new flame,chris brown featuring usher and rick ross,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
working,tate mcrae x khalid,,,0.0,
rise,"tyler, the creator featuring daisy world",,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
ski,young thug and gunna,,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
outside,mo3 x og bobby billions,,,0.0,
tell em,cochise and $not,,,0.0,
working,tate mcrae x khalid,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
no return,polo g featuring the kid laroi and lil durk,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
transparentsoul,willow featuring travis barker,,,0.0,
clueless,polo g featuring pop smoke and fivio foreign,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
ski,young thug and gunna,,,0.0,
malibu,migos featuring polo g,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
no return,polo g featuring the kid laroi and lil durk,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
you,regard x troye sivan x tate mcrae,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
shots,lmfao featuring lil jon,,,0.0,
all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
forever,"drake featuring kanye west, lil wayne and eminem",,,0.0,
hey daddy,usher featuring plies,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
2040,lil baby and lil durk,,,0.0,
fiel,"los legendarios, wisin and jhay cortez",,,0.0,
drunk,elle king and miranda lambert,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
ski,young thug and gunna,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
2040,lil baby and lil durk,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
hats off,"lil baby, lil durk and travis scott",,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
tell em,cochise and $not,,,0.0,
hot boy,bobby shmurda,,,0.0,
down,jay sean featuring lil wayne,,,0.0,
fancy,iggy azalea featuring charli xcx,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",,,0.0,
shots,lmfao featuring lil jon,,,0.0,
feel it,three 6 mafia vs. tiesto with sean kingston and flo rida,,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
killer,eminem featuring jack harlow and cordae,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
ski,young thug and gunna,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
botella tras botella,gera mx + christian nodal,,,0.0,
outside,mo3 x og bobby billions,,,0.0,
drankin n smokin,future and lil uzi vert,,,0.0,
drunk,elle king and miranda lambert,,,0.0,
hello,pop smoke featuring a boogie wit da hoodie,,,0.0,
solid,young thug and gunna featuring drake,,,0.0,
goosebumps,travis scott and hvme,,,0.0,
maybach,42 dugg featuring future,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
tell em,cochise and $not,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
am i wrong,nico and vinz,,,0.0,
hey daddy,usher featuring plies,,,0.0,
down,jay sean featuring lil wayne,,,0.0,
problem,ariana grande featuring iggy azalea,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
my life,"j. cole, 21 savage and morray",,,0.0,
the climb back,j. cole,,,0.0,
drankin n smokin,future and lil uzi vert,,,0.0,
hello,pop smoke featuring a boogie wit da hoodie,,,0.0,
leave before you love me,marshmello x jonas brothers,,,0.0,
goosebumps,travis scott and hvme,,,0.0,
solid,young thug and gunna featuring drake,,,0.0,
100 mil',j. cole and bas,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
maybach,42 dugg featuring future,,,0.0,
ski,young thug and gunna,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
the climb back,j. cole,,,0.0,
feel it,three 6 mafia vs. tiesto with sean kingston and flo rida,,,0.0,
shots,lmfao featuring lil jon,,,0.0,
latch,disclosure featuring sam smith,,,0.0,
wiggle,jason derulo featuring snoop dogg,,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
down,jay sean featuring lil wayne,,,0.0,
hey daddy,usher featuring plies,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
baby,justin bieber featuring ludacris,,,0.0,
carry out,timbaland featuring justin timberlake,,,0.0,
telephone,lady gaga featuring beyonce,,,0.0,
100 mil',j. cole and bas,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
solid,young thug and gunna featuring drake,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
bailando,enrique iglesias featuring descemer bueno and gente de zona,,,0.0,
goosebumps,travis scott and hvme,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
ski,young thug and gunna,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
close,j. cole,,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
hunger on hillside,j. cole and bas,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
every chance i get,dj khaled featuring lil baby and lil durk,,,0.0,
my ex's best friend,machine gun kelly x blackbear,,,0.0,
best friend,saweetie featuring doja cat,,,0.0,
beautiful mistakes,maroon 5 featuring megan thee stallion,,,0.0,
beat box,spotemgottem featuring pooh shiesty or dababy,,,0.0,
calling my phone,lil tjay featuring 6lack,,,0.0,
miss the rage,trippie redd and playboi carti,,,0.0,
kiss me more,doja cat featuring sza,,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
drunk,elle king and miranda lambert,,,0.0,
la noche de anoche,bad bunny and rosalia,,,0.0,
drankin n smokin,future and lil uzi vert,,,0.0,
hello,pop smoke featuring a boogie wit da hoodie,,,0.0,
richer,rod wave featuring polo g,,,0.0,
let it go,dj khaled featuring justin bieber and 21 savage,,,0.0,
botella tras botella,gera mx + christian nodal,,,0.0,
drankin n smokin,future and lil uzi vert,,,0.0,
hello,pop smoke featuring a boogie wit da hoodie,,,0.0,
la noche de anoche,bad bunny and rosalia,,,0.0,
hard for the next,moneybagg yo and future,,,0.0,
one too many,keith urban duet with p!nk,,,0.0,
just the way,parmalee x blanco brown,,,0.0,
lil bit,nelly and florida georgia line,,,0.0,
solid,young thug and gunna featuring drake,,,0.0,
ski,young thug and gunna,,,0.0,
goosebumps,travis scott and hvme,,,0.0,
dakiti,bad bunny and jhay cortez,,,0.0,
34 35,ariana grande feat. doja cat and megan thee stallion,,,0.0,
mood,24kgoldn featuring iann dior,,,0.0,
levitating,dua lipa featuring dababy,,,0.0,
shots,lmfao featuring lil jon,,,0.0,
all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",,,0.0,
make a wave,disney's friends for change,,,0.0,
rather be,clean bandit featuring jess glynne,,,0.0,
break free,ariana grande featuring zedd,,,0.0,
down,jay sean featuring lil wayne,,,0.0,
i made it,"kevin rudolf featuring birdman, jay sean, and lil wayne",,,0.0,
hey daddy,usher featuring plies,,,0.0,
i gotta feeling,the black eyed peas,,,0.0,
peaches,justin bieber featuring daniel caesar and giveon,,,0.0,
leave the door open,silk sonic (bruno mars and anderson .paak),,,0.0,
save your tears,the weeknd and ariana grande,,,0.0,
go,moneybagg yo featuring big30,,,0.0,
headshot,"lil tjay, polo g and fivio foreign",,,0.0,
drunk,elle king and miranda lambert,,,0.0,
