date,rank,song,artist,last-week,peak-rank,weeks-on-board
2012-10-20,31,Wanted,Hunter Hayes,23.0,16,24
2012-10-20,32,I Will Wait,Mumford & Sons,57.0,23,9
2012-10-20,33,Titanium,David Guetta Featuring Sia,28.0,7,26
2012-10-20,34,Locked Out Of Heaven,Bruno Mars,0.0,34,1
2012-10-20,35,I Won't Give Up,Jason Mraz,32.0,8,40
2012-10-20,36,Finally Found You,Enrique Iglesias Featuring Sammy Adams,24.0,24,4
2012-10-20,37,No Lie,2 Chainz Featuring Drake,33.0,24,22
2012-10-20,38,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",38.0,38,13
2012-10-20,39,Take A Little Ride,Jason Aldean,35.0,12,12
2012-10-20,40,Ho Hey,The Lumineers,36.0,32,18
2012-10-20,41,It's Time,Imagine Dragons,40.0,33,18
2012-10-20,42,Where Have You Been,Rihanna,34.0,5,25
2012-10-20,43,Cruise,Florida Georgia Line Featuring Nelly,45.0,43,8
2012-10-20,44,What Makes You Beautiful,One Direction,37.0,4,34
2012-10-20,45,The A Team,Ed Sheeran,48.0,45,13
2012-10-20,46,Cowboys And Angels,Dustin Lynch,43.0,40,21
2012-10-20,47,Kiss Tomorrow Goodbye,Luke Bryan,52.0,47,7
2012-10-20,48,Girl On Fire,Alicia Keys Featuring Nicki Minaj,41.0,37,5
2012-10-20,49,We Are Young,fun. Featuring Janelle Monae,42.0,1,42
2012-10-20,50,2 Reasons,Trey Songz Featuring T.I.,49.0,43,14
2012-10-20,51,Hard To Love,Lee Brice,44.0,43,17
2012-10-20,52,Begin Again,Taylor Swift,7.0,7,2
2012-10-20,53,Thinkin Bout You,Frank Ocean,47.0,39,13
2012-10-20,54,Want U Back,Cher Lloyd,39.0,12,17
2012-10-20,55,Turn On The Lights,Future,51.0,51,9
2012-10-20,56,Birthday Song,2 Chainz Featuring Kanye West,56.0,56,9
2012-10-20,57,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,55.0,44,9
2012-10-20,58,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,58.0,58,4
2012-10-20,59,Feel Again,OneRepublic,67.0,59,6
2012-10-20,60,The One That Got Away,Jake Owen,61.0,60,9
2012-10-20,61,Pontoon,Little Big Town,46.0,22,18
2012-10-20,62,Your Body,Christina Aguilera,64.0,34,3
2012-10-20,63,Lovin' You Is Fun,Easton Corbin,59.0,59,14
2012-10-20,64,Madness,Muse,69.0,64,7
2012-10-20,65,Come Wake Me Up,Rascal Flatts,63.0,59,11
2012-10-20,66,Babel,Mumford & Sons,60.0,60,2
2012-10-20,67,Truck Yeah,Tim McGraw,65.0,57,14
2012-10-20,68,Fastest Girl In Town,Miranda Lambert,68.0,64,11
2012-10-20,69,I Cry,Flo Rida,81.0,69,2
2012-10-20,70,Hello,Karmin,62.0,62,6
2012-10-20,71,Swimming Pools (Drank),Kendrick Lamar,72.0,71,8
2012-10-20,72,Put It Down,Brandy Featuring Chris Brown,70.0,70,8
2012-10-20,73,Southern Comfort Zone,Brad Paisley,0.0,73,1
2012-10-20,74,Just What I Am,Kid Cudi Featuring King Chip,0.0,74,1
2012-10-20,75,She's So Mean,matchbox twenty,66.0,40,15
2012-10-20,76,Creepin',Eric Church,73.0,73,7
2012-10-20,77,Beer Money,Kip Moore,88.0,77,3
2012-10-20,78,Every Storm (Runs Out Of Rain),Gary Allan,0.0,78,1
2012-10-20,79,Lemme See,Usher Featuring Rick Ross,71.0,46,20
2012-10-20,80,Numb,Usher,82.0,80,3
2012-10-20,81,Whispers In The Dark,Mumford & Sons,86.0,81,2
2012-10-20,82,No Worries,Lil Wayne Featuring Detail,80.0,58,5
2012-10-20,83,Dance For You,Beyonce,78.0,78,5
2012-10-20,84,Holland Road,Mumford & Sons,92.0,84,2
2012-10-20,85,Amen,Meek Mill Featuring Drake,76.0,57,16
2012-10-20,86,Dive In,Trey Songz,77.0,77,6
2012-10-20,87,Til My Last Day,Justin Moore,83.0,83,4
2012-10-20,88,Ghosts That We Knew,Mumford & Sons,94.0,88,2
2012-10-20,89,Did It For The Girl,Greg Bates,96.0,89,3
2012-10-20,90,Don't You Worry Child,Swedish House Mafia Featuring John Martin,91.0,68,3
2012-10-20,91,The Scientist,Glee Cast,0.0,91,1
2012-10-20,92,Shinin' On Me,Jerrod Niemann,97.0,92,6
2012-10-20,93,Over,Blake Shelton,79.0,43,17
2012-10-20,94,Lover's Eyes,Mumford & Sons,85.0,85,2
2012-10-20,95,Take A Walk,Passion Pit,87.0,85,6
2012-10-20,96,Hall Of Fame,The Script Featuring will.i.am,0.0,87,2
2012-10-20,97,Lover Of The Light,Mumford & Sons,0.0,97,1
2012-10-20,98,Radioactive,Imagine Dragons,95.0,91,6
2012-10-20,99,My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",0.0,99,1
2012-10-20,100,How Country Feels,Randy Houser,0.0,100,1
2012-10-13,1,One More Night,Maroon 5,1.0,1,15
2012-10-13,2,Gangnam Style,PSY,2.0,2,4
2012-10-13,3,Some Nights,fun.,3.0,3,32
2012-10-13,4,We Are Never Ever Getting Back Together,Taylor Swift,4.0,1,8
2012-10-13,5,Blow Me (One Last Kiss),P!nk,5.0,5,13
2012-10-13,6,As Long As You Love Me,Justin Bieber Featuring Big Sean,7.0,6,15
2012-10-13,7,Begin Again,Taylor Swift,0.0,7,1
2012-10-13,8,Whistle,Flo Rida,6.0,1,20
2012-10-13,9,Too Close,Alex Clare,9.0,8,27
2012-10-13,10,Good Time,Owl City & Carly Rae Jepsen,8.0,8,14
2012-10-13,11,Everybody Talks,Neon Trees,11.0,6,29
2012-10-13,12,Lights,Ellie Goulding,10.0,2,41
2012-10-13,13,Die Young,Ke$ha,0.0,13,1
2012-10-13,14,Don't Wake Me Up,Chris Brown,14.0,14,14
2012-10-13,15,Call Me Maybe,Carly Rae Jepsen,12.0,1,32
2012-10-13,16,Diamonds,Rihanna,0.0,16,1
2012-10-13,17,Wide Awake,Katy Perry,13.0,2,19
2012-10-13,18,Pound The Alarm,Nicki Minaj,15.0,15,10
2012-10-13,19,Somebody That I Used To Know,Gotye Featuring Kimbra,19.0,1,39
2012-10-13,20,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",17.0,13,26
2012-10-13,21,Payphone,Maroon 5 Featuring Wiz Khalifa,20.0,2,24
2012-10-13,22,Clique,"Kanye West, Jay-Z, Big Sean",18.0,12,4
2012-10-13,23,Wanted,Hunter Hayes,16.0,16,23
2012-10-13,24,Finally Found You,Enrique Iglesias Featuring Sammy Adams,83.0,24,3
2012-10-13,25,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,28.0,25,9
2012-10-13,26,Give Your Heart A Break,Demi Lovato,21.0,16,26
2012-10-13,27,Home,Phillip Phillips,22.0,9,14
2012-10-13,28,Titanium,David Guetta Featuring Sia,23.0,7,25
2012-10-13,29,Blown Away,Carrie Underwood,24.0,24,13
2012-10-13,30,50 Ways To Say Goodbye,Train,26.0,26,12
2012-10-13,31,Adorn,Miguel,31.0,31,9
2012-10-13,32,I Won't Give Up,Jason Mraz,25.0,8,39
2012-10-13,33,No Lie,2 Chainz Featuring Drake,29.0,24,21
2012-10-13,34,Where Have You Been,Rihanna,27.0,5,24
2012-10-13,35,Take A Little Ride,Jason Aldean,33.0,12,11
2012-10-13,36,Ho Hey,The Lumineers,32.0,32,17
2012-10-13,37,What Makes You Beautiful,One Direction,36.0,4,33
2012-10-13,38,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",39.0,38,12
2012-10-13,39,Want U Back,Cher Lloyd,30.0,12,16
2012-10-13,40,It's Time,Imagine Dragons,37.0,33,17
2012-10-13,41,Girl On Fire,Alicia Keys Featuring Nicki Minaj,55.0,37,4
2012-10-13,42,We Are Young,fun. Featuring Janelle Monae,38.0,1,41
2012-10-13,43,Cowboys And Angels,Dustin Lynch,40.0,40,20
2012-10-13,44,Hard To Love,Lee Brice,43.0,43,16
2012-10-13,45,Cruise,Florida Georgia Line Featuring Nelly,48.0,45,7
2012-10-13,46,Pontoon,Little Big Town,35.0,22,17
2012-10-13,47,Thinkin Bout You,Frank Ocean,41.0,39,12
2012-10-13,48,The A Team,Ed Sheeran,52.0,48,12
2012-10-13,49,2 Reasons,Trey Songz Featuring T.I.,46.0,43,13
2012-10-13,50,Heart Attack,Trey Songz,42.0,35,26
2012-10-13,51,Turn On The Lights,Future,54.0,51,8
2012-10-13,52,Kiss Tomorrow Goodbye,Luke Bryan,47.0,47,6
2012-10-13,53,Little Talks,Of Monsters And Men,53.0,49,26
2012-10-13,54,Why Ya Wanna,Jana Kramer,50.0,50,22
2012-10-13,55,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,44.0,44,8
2012-10-13,56,Birthday Song,2 Chainz Featuring Kanye West,57.0,56,8
2012-10-13,57,I Will Wait,Mumford & Sons,45.0,23,8
2012-10-13,58,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,63.0,58,3
2012-10-13,59,Lovin' You Is Fun,Easton Corbin,60.0,59,13
2012-10-13,60,Babel,Mumford & Sons,0.0,60,1
2012-10-13,61,The One That Got Away,Jake Owen,65.0,61,8
2012-10-13,62,Hello,Karmin,62.0,62,5
2012-10-13,63,Come Wake Me Up,Rascal Flatts,59.0,59,10
2012-10-13,64,Your Body,Christina Aguilera,34.0,34,2
2012-10-13,65,Truck Yeah,Tim McGraw,61.0,57,13
2012-10-13,66,She's So Mean,matchbox twenty,58.0,40,14
2012-10-13,67,Feel Again,OneRepublic,67.0,61,5
2012-10-13,68,Fastest Girl In Town,Miranda Lambert,64.0,64,10
2012-10-13,69,Madness,Muse,79.0,69,6
2012-10-13,70,Put It Down,Brandy Featuring Chris Brown,76.0,70,7
2012-10-13,71,Lemme See,Usher Featuring Rick Ross,69.0,46,19
2012-10-13,72,Swimming Pools (Drank),Kendrick Lamar,81.0,72,7
2012-10-13,73,Creepin',Eric Church,78.0,73,6
2012-10-13,74,Come Over,Kenny Chesney,71.0,23,20
2012-10-13,75,Angel Eyes,Love And Theft,77.0,32,20
2012-10-13,76,Amen,Meek Mill Featuring Drake,72.0,57,15
2012-10-13,77,Dive In,Trey Songz,86.0,77,5
2012-10-13,78,Dance For You,Beyonce,84.0,78,4
2012-10-13,79,Over,Blake Shelton,75.0,43,16
2012-10-13,80,No Worries,Lil Wayne Featuring Detail,80.0,58,4
2012-10-13,81,I Cry,Flo Rida,0.0,81,1
2012-10-13,82,Numb,Usher,97.0,82,2
2012-10-13,83,Til My Last Day,Justin Moore,92.0,83,3
2012-10-13,84,Dark Side,Kelly Clarkson,74.0,42,15
2012-10-13,85,Lover's Eyes,Mumford & Sons,0.0,85,1
2012-10-13,86,Whispers In The Dark,Mumford & Sons,0.0,86,1
2012-10-13,87,Take A Walk,Passion Pit,89.0,85,5
2012-10-13,88,Beer Money,Kip Moore,99.0,88,2
2012-10-13,89,Don't Stop The Party,Pitbull Featuring TJR,0.0,89,1
2012-10-13,90,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,88.0,84,9
2012-10-13,91,Don't You Worry Child,Swedish House Mafia Featuring John Martin,68.0,68,2
2012-10-13,92,Holland Road,Mumford & Sons,0.0,92,1
2012-10-13,93,I Don't Like,Chief Keef Featuring Lil Reese,73.0,73,3
2012-10-13,94,Ghosts That We Knew,Mumford & Sons,0.0,94,1
2012-10-13,95,Radioactive,Imagine Dragons,93.0,91,5
2012-10-13,96,Did It For The Girl,Greg Bates,100.0,96,2
2012-10-13,97,Shinin' On Me,Jerrod Niemann,94.0,94,5
2012-10-13,98,Tonight (Best You Ever Had),John Legend Featuring Ludacris,91.0,79,12
2012-10-13,99,For You,Keith Urban,85.0,55,18
2012-10-13,100,To The World,"Kanye West, R. Kelly",70.0,70,2
2012-10-06,1,One More Night,Maroon 5,1.0,1,14
2012-10-06,2,Gangnam Style,PSY,11.0,2,3
2012-10-06,3,Some Nights,fun.,3.0,3,31
2012-10-06,4,We Are Never Ever Getting Back Together,Taylor Swift,2.0,1,7
2012-10-06,5,Blow Me (One Last Kiss),P!nk,5.0,5,12
2012-10-06,6,Whistle,Flo Rida,4.0,1,19
2012-10-06,7,As Long As You Love Me,Justin Bieber Featuring Big Sean,6.0,6,14
2012-10-06,8,Good Time,Owl City & Carly Rae Jepsen,9.0,8,13
2012-10-06,9,Too Close,Alex Clare,8.0,8,26
2012-10-06,10,Lights,Ellie Goulding,7.0,2,40
2012-10-06,11,Everybody Talks,Neon Trees,10.0,6,28
2012-10-06,12,Call Me Maybe,Carly Rae Jepsen,13.0,1,31
2012-10-06,13,Wide Awake,Katy Perry,14.0,2,18
2012-10-06,14,Don't Wake Me Up,Chris Brown,21.0,14,13
2012-10-06,15,Pound The Alarm,Nicki Minaj,17.0,15,9
2012-10-06,16,Wanted,Hunter Hayes,22.0,16,22
2012-10-06,17,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",20.0,13,25
2012-10-06,18,Clique,"Kanye West, Jay-Z, Big Sean",12.0,12,3
2012-10-06,19,Somebody That I Used To Know,Gotye Featuring Kimbra,16.0,1,38
2012-10-06,20,Payphone,Maroon 5 Featuring Wiz Khalifa,15.0,2,23
2012-10-06,21,Give Your Heart A Break,Demi Lovato,18.0,16,25
2012-10-06,22,Home,Phillip Phillips,23.0,9,13
2012-10-06,23,Titanium,David Guetta Featuring Sia,19.0,7,24
2012-10-06,24,Blown Away,Carrie Underwood,28.0,24,12
2012-10-06,25,I Won't Give Up,Jason Mraz,26.0,8,38
2012-10-06,26,50 Ways To Say Goodbye,Train,30.0,26,11
2012-10-06,27,Where Have You Been,Rihanna,24.0,5,23
2012-10-06,28,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,37.0,28,8
2012-10-06,29,No Lie,2 Chainz Featuring Drake,25.0,24,20
2012-10-06,30,Want U Back,Cher Lloyd,27.0,12,15
2012-10-06,31,Adorn,Miguel,35.0,31,8
2012-10-06,32,Ho Hey,The Lumineers,38.0,32,16
2012-10-06,33,Take A Little Ride,Jason Aldean,32.0,12,10
2012-10-06,34,Your Body,Christina Aguilera,0.0,34,1
2012-10-06,35,Pontoon,Little Big Town,29.0,22,16
2012-10-06,36,What Makes You Beautiful,One Direction,31.0,4,32
2012-10-06,37,It's Time,Imagine Dragons,33.0,33,16
2012-10-06,38,We Are Young,fun. Featuring Janelle Monae,34.0,1,40
2012-10-06,39,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",42.0,39,11
2012-10-06,40,Cowboys And Angels,Dustin Lynch,43.0,40,19
2012-10-06,41,Thinkin Bout You,Frank Ocean,41.0,39,11
2012-10-06,42,Heart Attack,Trey Songz,44.0,35,25
2012-10-06,43,Hard To Love,Lee Brice,49.0,43,15
2012-10-06,44,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,55.0,44,7
2012-10-06,45,I Will Wait,Mumford & Sons,73.0,23,7
2012-10-06,46,2 Reasons,Trey Songz Featuring T.I.,51.0,43,12
2012-10-06,47,Kiss Tomorrow Goodbye,Luke Bryan,57.0,47,5
2012-10-06,48,Cruise,Florida Georgia Line Featuring Nelly,59.0,48,6
2012-10-06,49,Glad You Came,The Wanted,46.0,3,37
2012-10-06,50,Why Ya Wanna,Jana Kramer,54.0,50,21
2012-10-06,51,Let's Go,Calvin Harris Featuring Ne-Yo,39.0,17,20
2012-10-06,52,The A Team,Ed Sheeran,61.0,52,11
2012-10-06,53,Little Talks,Of Monsters And Men,53.0,49,25
2012-10-06,54,Turn On The Lights,Future,56.0,54,7
2012-10-06,55,Girl On Fire,Alicia Keys Featuring Nicki Minaj,40.0,37,3
2012-10-06,56,Try,P!nk,0.0,56,1
2012-10-06,57,Birthday Song,2 Chainz Featuring Kanye West,65.0,57,7
2012-10-06,58,She's So Mean,matchbox twenty,52.0,40,13
2012-10-06,59,Come Wake Me Up,Rascal Flatts,70.0,59,9
2012-10-06,60,Lovin' You Is Fun,Easton Corbin,60.0,60,12
2012-10-06,61,Truck Yeah,Tim McGraw,62.0,57,12
2012-10-06,62,Hello,Karmin,64.0,62,4
2012-10-06,63,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,71.0,63,2
2012-10-06,64,Fastest Girl In Town,Miranda Lambert,76.0,64,9
2012-10-06,65,The One That Got Away,Jake Owen,77.0,65,7
2012-10-06,66,Burn It Down,Linkin Park,66.0,30,23
2012-10-06,67,Feel Again,OneRepublic,78.0,61,4
2012-10-06,68,Don't You Worry Child,Swedish House Mafia Featuring John Martin,0.0,68,1
2012-10-06,69,Lemme See,Usher Featuring Rick Ross,68.0,46,18
2012-10-06,70,To The World,"Kanye West, R. Kelly",0.0,70,1
2012-10-06,71,Come Over,Kenny Chesney,72.0,23,19
2012-10-06,72,Amen,Meek Mill Featuring Drake,69.0,57,14
2012-10-06,73,I Don't Like,Chief Keef Featuring Lil Reese,0.0,73,2
2012-10-06,74,Dark Side,Kelly Clarkson,63.0,42,14
2012-10-06,75,Over,Blake Shelton,75.0,43,15
2012-10-06,76,Put It Down,Brandy Featuring Chris Brown,81.0,76,6
2012-10-06,77,Angel Eyes,Love And Theft,67.0,32,19
2012-10-06,78,Creepin',Eric Church,80.0,78,5
2012-10-06,79,Madness,Muse,82.0,79,5
2012-10-06,80,No Worries,Lil Wayne Featuring Detail,58.0,58,3
2012-10-06,81,Swimming Pools (Drank),Kendrick Lamar,92.0,81,6
2012-10-06,82,Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",0.0,82,1
2012-10-06,83,Finally Found You,Enrique Iglesias Featuring Sammy Adams,94.0,83,2
2012-10-06,84,Dance For You,Beyonce,90.0,84,3
2012-10-06,85,For You,Keith Urban,74.0,55,17
2012-10-06,86,Dive In,Trey Songz,87.0,86,4
2012-10-06,87,Beautiful,Carly Rae Jepsen Featuring Justin Bieber,0.0,87,1
2012-10-06,88,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,84.0,84,8
2012-10-06,89,Take A Walk,Passion Pit,85.0,85,4
2012-10-06,90,5-1-5-0,Dierks Bentley,93.0,33,20
2012-10-06,91,Tonight (Best You Ever Had),John Legend Featuring Ludacris,88.0,79,11
2012-10-06,92,Til My Last Day,Justin Moore,98.0,92,2
2012-10-06,93,Radioactive,Imagine Dragons,91.0,91,4
2012-10-06,94,Shinin' On Me,Jerrod Niemann,97.0,94,4
2012-10-06,95,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",83.0,64,13
2012-10-06,96,Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,96.0,96,2
2012-10-06,97,Numb,Usher,0.0,97,1
2012-10-06,98,Nobody's Perfect,J. Cole Featuring Missy Elliott,99.0,61,19
2012-10-06,99,Beer Money,Kip Moore,0.0,99,1
2012-10-06,100,Did It For The Girl,Greg Bates,0.0,100,1
2012-09-29,1,One More Night,Maroon 5,2.0,1,13
2012-09-29,2,We Are Never Ever Getting Back Together,Taylor Swift,1.0,1,6
2012-09-29,3,Some Nights,fun.,4.0,3,30
2012-09-29,4,Whistle,Flo Rida,3.0,1,18
2012-09-29,5,Blow Me (One Last Kiss),P!nk,6.0,5,11
2012-09-29,6,As Long As You Love Me,Justin Bieber Featuring Big Sean,7.0,6,13
2012-09-29,7,Lights,Ellie Goulding,5.0,2,39
2012-09-29,8,Too Close,Alex Clare,10.0,8,25
2012-09-29,9,Good Time,Owl City & Carly Rae Jepsen,9.0,8,12
2012-09-29,10,Everybody Talks,Neon Trees,8.0,6,27
2012-09-29,11,Gangnam Style,PSY,64.0,11,2
2012-09-29,12,Clique,"Kanye West, Jay-Z, Big Sean",55.0,12,2
2012-09-29,13,Call Me Maybe,Carly Rae Jepsen,12.0,1,30
2012-09-29,14,Wide Awake,Katy Perry,11.0,2,17
2012-09-29,15,Payphone,Maroon 5 Featuring Wiz Khalifa,13.0,2,22
2012-09-29,16,Somebody That I Used To Know,Gotye Featuring Kimbra,15.0,1,37
2012-09-29,17,Pound The Alarm,Nicki Minaj,19.0,17,8
2012-09-29,18,Give Your Heart A Break,Demi Lovato,17.0,16,24
2012-09-29,19,Titanium,David Guetta Featuring Sia,14.0,7,23
2012-09-29,20,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",18.0,13,24
2012-09-29,21,Don't Wake Me Up,Chris Brown,24.0,21,12
2012-09-29,22,Wanted,Hunter Hayes,23.0,22,21
2012-09-29,23,Home,Phillip Phillips,22.0,9,12
2012-09-29,24,Where Have You Been,Rihanna,20.0,5,22
2012-09-29,25,No Lie,2 Chainz Featuring Drake,26.0,24,19
2012-09-29,26,I Won't Give Up,Jason Mraz,25.0,8,37
2012-09-29,27,Want U Back,Cher Lloyd,21.0,12,14
2012-09-29,28,Blown Away,Carrie Underwood,28.0,28,11
2012-09-29,29,Pontoon,Little Big Town,27.0,22,15
2012-09-29,30,50 Ways To Say Goodbye,Train,31.0,30,10
2012-09-29,31,What Makes You Beautiful,One Direction,29.0,4,31
2012-09-29,32,Take A Little Ride,Jason Aldean,33.0,12,9
2012-09-29,33,It's Time,Imagine Dragons,49.0,33,15
2012-09-29,34,We Are Young,fun. Featuring Janelle Monae,32.0,1,39
2012-09-29,35,Adorn,Miguel,41.0,35,7
2012-09-29,36,Ronan,Taylor Swift,16.0,16,2
2012-09-29,37,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,50.0,37,7
2012-09-29,38,Ho Hey,The Lumineers,35.0,35,15
2012-09-29,39,Let's Go,Calvin Harris Featuring Ne-Yo,30.0,17,19
2012-09-29,40,Girl On Fire,Alicia Keys Featuring Nicki Minaj,37.0,37,2
2012-09-29,41,Thinkin Bout You,Frank Ocean,39.0,39,10
2012-09-29,42,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",44.0,42,10
2012-09-29,43,Cowboys And Angels,Dustin Lynch,48.0,43,18
2012-09-29,44,Heart Attack,Trey Songz,38.0,35,24
2012-09-29,45,Drive By,Train,40.0,10,36
2012-09-29,46,Glad You Came,The Wanted,45.0,3,36
2012-09-29,47,Time Is Love,Josh Turner,47.0,44,25
2012-09-29,48,Starships,Nicki Minaj,34.0,5,31
2012-09-29,49,Hard To Love,Lee Brice,53.0,49,14
2012-09-29,50,Scream,Usher,36.0,9,21
2012-09-29,51,2 Reasons,Trey Songz Featuring T.I.,51.0,43,11
2012-09-29,52,She's So Mean,matchbox twenty,43.0,40,12
2012-09-29,53,Little Talks,Of Monsters And Men,52.0,49,24
2012-09-29,54,Why Ya Wanna,Jana Kramer,54.0,52,20
2012-09-29,55,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,61.0,55,6
2012-09-29,56,Turn On The Lights,Future,66.0,56,6
2012-09-29,57,Kiss Tomorrow Goodbye,Luke Bryan,68.0,57,4
2012-09-29,58,No Worries,Lil Wayne Featuring Detail,96.0,58,2
2012-09-29,59,Cruise,Florida Georgia Line Featuring Nelly,72.0,59,5
2012-09-29,60,Lovin' You Is Fun,Easton Corbin,73.0,60,11
2012-09-29,61,The A Team,Ed Sheeran,69.0,61,10
2012-09-29,62,Truck Yeah,Tim McGraw,63.0,57,11
2012-09-29,63,Dark Side,Kelly Clarkson,56.0,42,13
2012-09-29,64,Hello,Karmin,77.0,64,3
2012-09-29,65,Birthday Song,2 Chainz Featuring Kanye West,70.0,65,6
2012-09-29,66,Burn It Down,Linkin Park,67.0,30,22
2012-09-29,67,Angel Eyes,Love And Theft,60.0,32,18
2012-09-29,68,Lemme See,Usher Featuring Rick Ross,58.0,46,17
2012-09-29,69,Amen,Meek Mill Featuring Drake,65.0,57,13
2012-09-29,70,Come Wake Me Up,Rascal Flatts,71.0,67,8
2012-09-29,71,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,0.0,71,1
2012-09-29,72,Come Over,Kenny Chesney,57.0,23,18
2012-09-29,73,I Will Wait,Mumford & Sons,75.0,23,6
2012-09-29,74,For You,Keith Urban,59.0,55,16
2012-09-29,75,Over,Blake Shelton,62.0,43,14
2012-09-29,76,Fastest Girl In Town,Miranda Lambert,74.0,70,8
2012-09-29,77,The One That Got Away,Jake Owen,78.0,77,6
2012-09-29,78,Feel Again,OneRepublic,79.0,61,3
2012-09-29,79,Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,0.0,79,1
2012-09-29,80,Creepin',Eric Church,88.0,80,4
2012-09-29,81,Put It Down,Brandy Featuring Chris Brown,90.0,81,5
2012-09-29,82,Madness,Muse,91.0,82,4
2012-09-29,83,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",80.0,64,12
2012-09-29,84,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,86.0,84,7
2012-09-29,85,Take A Walk,Passion Pit,87.0,85,3
2012-09-29,86,This Kiss,Carly Rae Jepsen,0.0,86,1
2012-09-29,87,Dive In,Trey Songz,93.0,87,3
2012-09-29,88,Tonight (Best You Ever Had),John Legend Featuring Ludacris,82.0,79,10
2012-09-29,89,That's Why I Pray,Big & Rich,84.0,82,10
2012-09-29,90,Dance For You,Beyonce,100.0,90,2
2012-09-29,91,Radioactive,Imagine Dragons,0.0,91,3
2012-09-29,92,Swimming Pools (Drank),Kendrick Lamar,97.0,92,5
2012-09-29,93,5-1-5-0,Dierks Bentley,85.0,33,19
2012-09-29,94,Finally Found You,Enrique Iglesias Featuring Sammy Adams,0.0,94,1
2012-09-29,95,It's Time,Glee Cast,0.0,95,1
2012-09-29,96,Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,0.0,96,1
2012-09-29,97,Shinin' On Me,Jerrod Niemann,98.0,94,3
2012-09-29,98,Til My Last Day,Justin Moore,0.0,98,1
2012-09-29,99,Nobody's Perfect,J. Cole Featuring Missy Elliott,95.0,61,18
2012-09-29,100,Oh Love,Green Day,0.0,97,4
2012-09-22,1,We Are Never Ever Getting Back Together,Taylor Swift,2.0,1,5
2012-09-22,2,One More Night,Maroon 5,3.0,2,12
2012-09-22,3,Whistle,Flo Rida,1.0,1,17
2012-09-22,4,Some Nights,fun.,5.0,4,29
2012-09-22,5,Lights,Ellie Goulding,4.0,2,38
2012-09-22,6,Blow Me (One Last Kiss),P!nk,11.0,6,10
2012-09-22,7,As Long As You Love Me,Justin Bieber Featuring Big Sean,9.0,7,12
2012-09-22,8,Everybody Talks,Neon Trees,6.0,6,26
2012-09-22,9,Good Time,Owl City & Carly Rae Jepsen,8.0,8,11
2012-09-22,10,Too Close,Alex Clare,15.0,10,24
2012-09-22,11,Wide Awake,Katy Perry,7.0,2,16
2012-09-22,12,Call Me Maybe,Carly Rae Jepsen,10.0,1,29
2012-09-22,13,Payphone,Maroon 5 Featuring Wiz Khalifa,12.0,2,21
2012-09-22,14,Titanium,David Guetta Featuring Sia,13.0,7,22
2012-09-22,15,Somebody That I Used To Know,Gotye Featuring Kimbra,14.0,1,36
2012-09-22,16,Ronan,Taylor Swift,0.0,16,1
2012-09-22,17,Give Your Heart A Break,Demi Lovato,16.0,16,23
2012-09-22,18,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",19.0,13,23
2012-09-22,19,Pound The Alarm,Nicki Minaj,20.0,19,7
2012-09-22,20,Where Have You Been,Rihanna,18.0,5,21
2012-09-22,21,Want U Back,Cher Lloyd,17.0,12,13
2012-09-22,22,Home,Phillip Phillips,21.0,9,11
2012-09-22,23,Wanted,Hunter Hayes,24.0,23,20
2012-09-22,24,Don't Wake Me Up,Chris Brown,27.0,24,11
2012-09-22,25,I Won't Give Up,Jason Mraz,22.0,8,36
2012-09-22,26,No Lie,2 Chainz Featuring Drake,26.0,24,18
2012-09-22,27,Pontoon,Little Big Town,23.0,22,14
